name,equipment,primary_muscle,secondary_muscle,video,thumbnail,howTo
Lunge (Barbell),Barbell,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0216_video.mp4,assets/media/exercises/ex_0216_thumbnail.jpg,"1. Position a barbell on your upper back and grab it for support. | 2. Have your feet hip-width apart with your toes pointing slightly out. | 3. Take a breath, lunge forward, and plant your foot flat on the floor. | 4. Immediately sink into a lunge while keeping your torso stable and upright. | 5. Descend until your back knee is an inch or two from the floor. | 6. Press through your front heel to extend your knee and bring the leg to the starting position as you exhale. | 7. Take another breath and lunge forward, extending the opposite leg. | 8. Keep alternating."
Lunge (Dumbbell),Dumbbell,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0217_video.mp4,assets/media/exercises/ex_0217_thumbnail.jpg,"1. Grab a pair of dumbbells, hold them to your sides, and stand tall. | 2. Bring your shoulders back, engage your abs, and have your feet in a comfortable stance. | 3. Take a breath and lunge forward, plating one foot in front of your body. | 4. Immediately sink into a lunge and descend until your front thigh is almost parallel to the floor. Your back knee should be an inch or two from the floor. | 5. Press through your front heel to extend your leg and bring it back to the starting position as you exhale. | 6. Take another breath and lunge again, bringing your opposite leg forward. | 7. Keep alternating."
Lying Knee Raise,None,Abdominals,None,assets/media/exercises/ex_0218_video.mp4,assets/media/exercises/ex_0218_thumbnail.jpg,"1. Lie on the floor with your feet together, arms to your sides, and your body straight. | 2. Engage your abs and lift your feet an inch or two from the floor. Your lower back should be in contact with the floor. | 3. Take a breath and lift your legs, bending your knees at a 90-degree angle. Breathe out. | 4. Slowly lower your legs to the starting position as you straighten your knees. Breathe in and keep your feet off the floor."
Lying Leg Raise,None,Abdominals,None,assets/media/exercises/ex_0219_video.mp4,assets/media/exercises/ex_0219_thumbnail.jpg,"1. Lie on the floor with your legs straight, arms to your sides, and palms flat on the floor. | 2. Engage your abs, take a breath, and bring your legs together. | 3. Lift your legs in the air until your heels point at the ceiling. Breathe out. | 4. Lower your legs slowly without resting your feet on the floor and breathe in. Maintain slight roundness in your lower back throughout each repetition."
Lying Neck Curls,None,Neck,None,assets/media/exercises/ex_0220_video.mp4,assets/media/exercises/ex_0220_thumbnail.jpg,1. Lie face up on a flat gym bench with your head over the edge. | 2. Breathe in and lower your head to a comfortable level. | 3. Flex the muscles on the front of your neck to perform a repetition as you exhale. | 4. Lower your head again as you breathe in.
Lying Neck Curls (Weighted),Plate,Neck,None,assets/media/exercises/ex_0221_video.mp4,assets/media/exercises/ex_0221_thumbnail.jpg,1. Grab a weight plate and lie face up on a flat gym bench with your head over the edge. | 2. Position the weight plate against your forehead and hold it with both hands. | 3. Breathe in and lower your head to a comfortable level. | 4. Flex the muscles on the front of your neck to raise your head as you exhale.
Lying Neck Extension,None,Neck,None,assets/media/exercises/ex_0222_video.mp4,assets/media/exercises/ex_0222_thumbnail.jpg,"1. Lie face down on a flat gym bench with your head over the edge. | 2. Grab the back support for balance or place your hands on the ground. | 3. Inhale and extend your neck back in one fluid motion. Exhale. | 4. Lower your head as you breathe in, and repeat."
Lying Neck Extension (Weighted),Plate,Neck,None,assets/media/exercises/ex_0223_video.mp4,assets/media/exercises/ex_0223_thumbnail.jpg,1. Grab a weight plate and lie face down on a flat gym bench with your head over the edge. | 2. Position the weight behind your head and hold it with both hands. | 3. Inhale and lower your head until you feel a stretch at the back of your neck. | 4. Extend your neck in one fluid motion to lift your head and exhale.
Meadows Rows (Barbell),Barbell,Upper Back,"Lats, Biceps, Forearms",assets/media/exercises/ex_0224_video.mp4,assets/media/exercises/ex_0224_thumbnail.jpg,"1. Set a barbell on a landmine attachment or place one end of the bar at a wall angle to serve as an anchor point. | 2. Load the opposite side of the barbell with some weight. | 3. Stand perpendicular to the loaded side of the bar (one side facing it). | 4. Assume a staggered stance, bend forward, and grab the barbell sleeve with the hand closer to the bar. | 5. Raise your torso enough for the loaded side of the barbell to lift an inch or two off the floor while your arm is straight. | 6. Bring your shoulders back, take a breath, and pull the bar up and close to your side, squeezing your lat. Pull the weight until your elbow is at a 90-degree angle and the barbell sleeve is at torso level as you exhale. | 7. Extend your arm slowly, breathing in on the way down. Don’t protract your shoulder (roll it forward) as you reach the bottom of each rep. | 8. Once finished training one side, turn your body 180 degrees and do the same number of reps with your opposite arm."
Mountain Climber,None,Full Body,None,assets/media/exercises/ex_0225_video.mp4,assets/media/exercises/ex_0225_thumbnail.jpg,1. Get down on all fours. Have your hands and knees flat on the floor. | 2. Straighten your leg to support your lower body on your toes. | 3. Engage your abs and lift your buttocks several inches toward the ceiling. | 4. Take a breath and tuck your right knee to your chest in one fluid motion. Exhale. | 5. Extend the right leg as you breathe in. | 6. Tuck your left knee to your chest and exhale. | 7. Keep alternating and maintain a steady tempo from start to finish.
Muscle Up,Machine,Full Body,None,assets/media/exercises/ex_0226_video.mp4,assets/media/exercises/ex_0226_thumbnail.jpg,"1. Stand underneath a pull-up bar, reach up, jump, and grab it with a double overhand grip (palms facing forward). | 2. As you grab the bar, engage your abs, have your shoulder blades back, and keep your hips slightly flexed, legs straight, and feet together. | 3. As your body beings to swing back, pull yourself up as powerfully as possible, aiming to bring your body back and around the pull-up bar. The momentum should carry you high enough for your chest to end up slightly above the bar. | 4. Perform a straight bar dip to extend your elbows, exhaling near the top. | 5. Lower yourself by bending your elbows and moving your body down from the bar. | 6. Swing back and forth to create momentum and begin the next repetition just as your body starts swinging back."
Negative Pull Up,None,Lats,"Upper Back, Biceps, Forearms",assets/media/exercises/ex_0227_video.mp4,assets/media/exercises/ex_0227_thumbnail.jpg,"1. Place a stool, gym bench, or plyo box underneath a pull-up bar. | 2. Step on the object and grab the pull-up bar with an overhand grip (palms facing forward). Your elbows should be bent at roughly 90 degrees. | 3. Take a deep breath and engage your abs. | 4. Step off the object to suspend yourself in the air and slowly extend your arms against the force of gravity. | 5. Once done, step on the sturdy object again and repeat."
Nordic Hamstrings Curls,None,Hamstrings,Glutes,assets/media/exercises/ex_0228_video.mp4,assets/media/exercises/ex_0228_thumbnail.jpg,"1. Get down on your knees and secure your feet underneath a loaded barbell or another sturdy object. | 2. Bring your shoulders back, engage your abs, and squeeze your glutes. | 3. You can have your arms to your sides or position your hands in front of your torso for support. | 4. Take a breath and lower your torso to the floor by slowly extending your knees. Keep your hips stable and your glutes engaged. | 5. Lower yourself as much as your strength allows and engage your posterior muscles to lift your torso to an upright position. Exhale near the top."
Oblique Crunch,None,Abdominals,None,assets/media/exercises/ex_0229_video.mp4,assets/media/exercises/ex_0229_thumbnail.jpg,"1. Lie on your right side, bend your knees, and stack your legs. | 2. Place your left hand behind your head. | 3. Take a breath and engage your top obliques to crunch your torso, lifting your right shoulder off the floor. Breathe out. | 4. Lower your shoulder to the floor as you breathe in. | 5. Repeat. | 6. Once finished, lie on your left side and repeat for the same number of reps."
One Arm Push Up,None,Chest,"Shoulders, Triceps",assets/media/exercises/ex_0230_video.mp4,assets/media/exercises/ex_0230_thumbnail.jpg,"1. Get down on all fours. | 2. Extend your legs and support your lower body on your toes. Spread your feet wider than hip-width distance. | 3. Have your hands shoulder-width apart or slightly wider. | 4. Engage your abs. | 5. With your body tense and in position, lift one hand off the floor and bring it back behind your back. | 6. Take a breath and lower yourself by bending your supporting arm. Go down as much as you can––ideally, until your chest is a couple of inches from the floor. | 7. Extend your arm to get back to the starting position and exhale. | 8. Once finished on one side, support your body on your other hand and do the same number of reps."
Overhead Curl (Cable),Machine,Biceps,None,assets/media/exercises/ex_0231_video.mp4,assets/media/exercises/ex_0231_thumbnail.jpg,"1. Set the pulleys of a double cable machine in the highest position. | 2. Select the appropriate weight on both stacks and attach handles to the pulleys. | 3. Grab the two handles and stand in the middle of the cable machine with your arms straight and to your sides. | 4. Bring your shoulders back and engage your abs. | 5. Simultaneously bend your arms, bringing the handles to the sides of your head as you breathe out. | 6. Slowly extend your arms as you inhale."
Overhead Dumbbell Lunge,Dumbbell,Quadriceps,"Hamstrings, Glutes, Shoulders, Triceps, Upper Back",assets/media/exercises/ex_0232_video.mp4,assets/media/exercises/ex_0232_thumbnail.jpg,"1. Grab a pair of dumbbells and stand tall. | 2. Raise the weights overhead and straighten your arms. | 3. Bring your shoulders back, engage your abs, and take a breath. | 4. Extend your right leg forward, planting your foot on the floor. | 5. Descend into a lunge until your front thigh is almost parallel to the floor. | 6. Press through your front heel to extend your knee and bring your leg to the starting position as you exhale. | 7. Take another breath and extend the opposite leg forward. | 8. Alternate between left and right until you’re done."
Overhead Plate Raise,Plate,Shoulders,Traps,assets/media/exercises/ex_0233_video.mp4,assets/media/exercises/ex_0233_thumbnail.jpg,"1. Put your middle and ring fingers through the center hole of a weight plate and curl them against the plate. Have your thumb, index finger, and pinky pressed firmly on the other side. | 2. Grab a second weight plate in the same way with your other hand. | 3. Stand tall, extend your arms, and have the weight plates at your sides with your wrists neutral (palms facing your body). | 4. Bring your chest out, engage your abs, and breathe in. | 5. Raise the plates to your sides and overhead in a smooth arc motion with your knuckles facing one another at the top. Exhale. | 6. Slowly lower the plates to your sides in the same arc motion, breathing in on the way down. | 7. Repeat."
Overhead Press (Barbell),Barbell,Shoulders,"Triceps, Abdominals",assets/media/exercises/ex_0234_video.mp4,assets/media/exercises/ex_0234_thumbnail.jpg,"1. Position the barbell at collarbone height on a rack or stand. | 2. Grab the bar with an overhand grip (palms facing down), keeping your hands roughly shoulder-width apart. | 3. Tuck yourself underneath the bar, retract your shoulders, engage your abs, and take a breath. | 4. Unrack the barbell and take a couple of steps back. | 5. Have your feet hip-width apart and the barbell at upper chest level. | 6. Take another breath and press the bar in a straight vertical line, moving your head slightly back. | 7. Press until your arms are straight and exhale. | 8. Lower the bar in the same straight line until it ends up at neck level. Breathe in on the way down. | 9. Once finished, move forward and carefully rack the barbell."
Overhead Press (Dumbbell),Dumbbell,Shoulders,Triceps,assets/media/exercises/ex_0235_video.mp4,assets/media/exercises/ex_0235_thumbnail.jpg,"1. Grab a pair of dumbbells and stand tall. | 2. Bring your shoulders back, engage your abs, and squeeze your glutes. | 3. Take a breath and lift the dumbbells to your sides. Bend your elbows at 90 degrees. | 4. Inhale again and press the weights up and in, tapping them lightly at the top. Breathe out. | 5. Lower the dumbbells to your sides and breathe in. | 6. Stop when your elbows are slightly lower than your shoulders and initiate the next rep."
Overhead Press (Smith Machine),Machine,Shoulders,Triceps,assets/media/exercises/ex_0236_video.mp4,assets/media/exercises/ex_0236_thumbnail.jpg,"1. Position the Smith machine bar at collarbone height and add weight plates. | 2. Stand in front of the bar and grab it with an even overhand grip. Your hands should be shoulder-width apart. | 3. Bring your shoulders back, engage your abs, and take a breath. | 4. Unrack the bar. | 5. Take another breath and press the bar overhead, exhaling at the top. | 6. Slowly lower the bar, breathing in on the way down."
Overhead Squat,Barbell,Full Body,None,assets/media/exercises/ex_0237_video.mp4,assets/media/exercises/ex_0237_thumbnail.jpg,"1. Grab a barbell with a double overhand grip. Use a wider grip, but not to the point of shoulder discomfort. | 2. Raise the barbell overhead and straighten your arms. | 3. Bring your shoulders back, engage your abs, and position your feet in a comfortable stance for squatting. | 4. Take a breath and descend. | 5. Keep your heels in contact with the floor and move down until your thighs are parallel to the floor. | 6. Pause for a moment and press through your heels to drive yourself up. | 7. Extend your knees and hips fully, exhaling near the top and keeping the barbell directly overhead."
Overhead Triceps Extension (Cable),Machine,Triceps,None,assets/media/exercises/ex_0238_video.mp4,assets/media/exercises/ex_0238_thumbnail.jpg,"1. Set the pulley at mid-thigh height, attach a rope, and select the correct load. | 2. Grab both ends of the rope with an overhand grip (palms facing your body). | 3. In one motion, turn away from the machine and dip slightly to raise the rope over your shoulders, positioning it behind your head. Your elbows should be bent and to the sides of your head. | 4. With your chest out, lean forward slightly, bring one foot forward for balance, and brace your abs. | 5. Breathe in and extend your elbows, spreading the rope at the top. Exhale. | 6. Slowly bend your elbows as you breathe in."
Partial Glute Bridge (Barbell),Barbell,Glutes,"Hamstrings, Adductors",assets/media/exercises/ex_0239_video.mp4,assets/media/exercises/ex_0239_thumbnail.jpg,"1. Sit down with a loaded barbell over your hips and your upper back positioned against the edge of a flat gym bench. | 2. Grab the bar evenly for support and plant your feet flat on the floor with toes pointing slightly out. | 3. Brace your abs, breathe in, and press your hips against the barbell. | 4. Push through your heels and engage your glutes to raise the bar and your hips toward the ceiling. | 5. Pause when your hips align with your upper body. Squeeze your glutes at the top and exhale. | 6. Slowly lower your buttocks several inches as you breathe in. Keep your abs tense and stop when you notice that your knees begin to move back toward your hips. | 7. Extend your hips again and exhale. | 8. Do the required number of reps in this partial range of motion and lower your buttocks to the floor."
Pause Squat (Barbell),Barbell,Quadriceps,"Glutes, Hamstrings",assets/media/exercises/ex_0240_video.mp4,assets/media/exercises/ex_0240_thumbnail.jpg,"1. Set the barbell at collarbone height and add the appropriate amount of weight to it. | 2. Place both hands evenly on the bar and grab it. | 3. Tuck your head underneath and position your trapezius against the bar. | 4. Engage your entire body and extend your knees to unrack the bar. | 5. Take a couple of careful steps back, assume a comfortable squatting stance, take a deep breath, and engage your abs. | 6. Squat to a comfortable depth and pause for two to three seconds. | 7. Press through your heels to return to the top as you exhale."
Pendlay Row (Barbell),Barbell,Upper Back,"Lats, Biceps, Forearms",assets/media/exercises/ex_0241_video.mp4,assets/media/exercises/ex_0241_thumbnail.jpg,1. Stand in front of a barbell with your feet in a comfortable stance and your toes pointing slightly out. | 2. Lean forward and grab the bar with a double overhand grip. | 3. Bring your shoulders back to straighten your back. Your shoulders should be slightly in front of the barbell and higher than your hips. | 4. Take a breath and row the barbell to your chest as you exhale. | 5. Lower the barbell slowly and rest it on the floor as you breathe in. | 6. Row the barbell from a dead stop.
Pendulum Squat (Machine),Machine,Quadriceps,"Glutes, Hamstrings",assets/media/exercises/ex_0242_video.mp4,assets/media/exercises/ex_0242_thumbnail.jpg,"1. Load the appropriate amount of weight plates. | 2. Position yourself inside the machine, stepping on the platform with your upper back against the pads. | 3. Have your feet in a comfortable squatting stance with your toes pointing slightly out. | 4. Grab the handles at the sides of your head (or before you). | 5. Retract your shoulder blades, engage your abs, and take a deep breath. | 6. Fully extend your knees to lift the weight and use the handles to unrack it. | 7. Squat slowly until your knees form a 90-degree angle, and pause briefly. | 8. Press through your heels to return to the top position as you exhale."
Pike Pushup,None,Shoulders,"Triceps, Chest",assets/media/exercises/ex_0243_video.mp4,assets/media/exercises/ex_0243_thumbnail.jpg,"1. Get down on all fours. Have your knees and hands on the floor. | 2. Straighten your legs and support your lower body on your toes. | 3. Bring your buttocks back toward the ceiling to fold your body for the starting position. | 4. Keep your shoulders back to maintain a neutral spine. | 5. Take a breath and lower your body to the floor by bending your elbows. | 6. Go down until your forehead is close to the floor, and press yourself back to the top as you exhale."
Pinwheel Curl (Dumbbell),Dumbbell,Biceps,Forearms,assets/media/exercises/ex_0244_video.mp4,assets/media/exercises/ex_0244_thumbnail.jpg,"1. Grab a pair of dumbbells and stand tall with your shoulders back and chest out. | 2. Position both dumbbells slightly in front of your thighs with your palms facing in and back. | 3. Take a breath and curl one dumbbell in toward your chest until it comes slightly higher than your elbow. Breathe out. | 4. Lower the dumbbell to the starting position, fully extending your arm. Breathe in on the way down. | 5. Repeat with your other arm. | 6. Keep alternating."
Pistol Squat,None,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0245_video.mp4,assets/media/exercises/ex_0245_thumbnail.jpg,"1. Stand tall with your arms extended forward, feet flat on the floor, shoulders back, and abs engaged. | 2. Lift your left foot a few inches off the floor and take a breath. | 3. Descend into a squat by bending your right knee. Allow your left leg to travel in front of your body. | 4. Go down as low as possible––ideally, until your thigh is parallel to the floor. | 5. Press through your right heel and move back to the top as you exhale. | 6. Once finished training one side, plant your left foot on the floor, and do the same number of reps."
Plank,None,Abdominals,None,assets/media/exercises/ex_0246_video.mp4,assets/media/exercises/ex_0246_thumbnail.jpg,"1. Get down on the floor. | 2. Extend your body. Support your lower body on your toes and your upper body on your forearms. | 3. Keep your shoulders neutral and abs engaged. | 4. Hold the position for as long as possible, breathing steadily as you do."
Plank Pushup,None,Chest,"Shoulders, Triceps, Abdominals",assets/media/exercises/ex_0247_video.mp4,assets/media/exercises/ex_0247_thumbnail.jpg,"1. Get down on all fours. | 2. Extend your legs and support your lower body on your toes. | 3. Place your forearms flat on the floor with your elbows underneath your shoulders. | 4. Engage your abs and take a breath. | 5. Extend your arms one at a time by placing your hands flat on the floor and pushing yourself up, exhaling as you extend both arms. | 6. Reverse the motion by placing your forearms flat on the floor as you breathe in. | 7. Keep alternating between the two positions."
Plate Curl,Plate,Biceps,Forearms,assets/media/exercises/ex_0248_video.mp4,assets/media/exercises/ex_0248_thumbnail.jpg,1. Grab the sides of a weight plate and position it in front of your hips. | 2. Bring your shoulders back and engage your abs. | 3. Take a breath and curl the plate until your wrists are slightly higher than your elbows. Exhale at the top. | 4. Slowly extend your arms as you breathe in.
Plate Front Raise,Plate,Shoulders,None,assets/media/exercises/ex_0249_video.mp4,assets/media/exercises/ex_0249_thumbnail.jpg,"1. Grab a weight plate and position your hands on the sides with your arms straight. | 2. Bring your shoulders back, have your feet in a comfortable stance, look forward, and take a breath. | 3. Engage your abs and lift the plate in front of your body while keeping your arms straight. Breathe out. | 4. Slowly lower the plate to your hips as you breathe in."
Plate Press,Plate,Chest,"Shoulders, Triceps",assets/media/exercises/ex_0250_video.mp4,assets/media/exercises/ex_0250_thumbnail.jpg,"1. Grab a weight plate by its sides and lift it in front of your chest. | 2. Have your feet in a comfortable stance, engage your abs, and retract your shoulder blades. | 3. Take a breath and press the plate forward, fully extending your arms and exhaling. | 4. Slowly bend your arms, bringing the plate to your chest as you breathe in."
Plate Squeeze (Svend Press),Plate,Chest,"Shoulders, Triceps",assets/media/exercises/ex_0251_video.mp4,assets/media/exercises/ex_0251_thumbnail.jpg,"1. Grab a weight plate and stand tall. | 2. Squeeze the plate flat between your hands and lift it to your chest. | 3. Bring your shoulders back, engage your abs, and have your feet in a comfortable position. | 4. Take a breath and press the plate forward until your arms are straight. Exhale. | 5. Slowly bring the plate to your chest as you breathe in."
Power Clean,Barbell,Full Body,None,assets/media/exercises/ex_0252_video.mp4,assets/media/exercises/ex_0252_thumbnail.jpg,"1. Stand in front of a loaded barbell with your feet underneath it and shins a couple of inches away. | 2. Bend down and grab the barbell with an even, overhand grip. | 3. Bring your chest out as much as possible. Your hips should be slightly higher than your knees in this position. | 4. Initiate the first pull by deadlifting the barbell off the floor as you press your heels into the ground. Make the initial pull powerful. | 5. Once the barbell travels above your knees, keep driving your hips forward as you begin pulling the weight in a straight vertical line. The sequence should happen in one smooth motion. | 6. As the barbell travels up, squat, catch it, and have it land over your shoulders and upper chest. | 7. As the barbell lands in a front rack position, squat up to the top, straightening your knees fully. Breathe out at the top. | 8. Lower the barbell to the floor while keeping your back neutral."
Power Snatch,Barbell,Full Body,None,assets/media/exercises/ex_0253_video.mp4,assets/media/exercises/ex_0253_thumbnail.jpg,"1. Stand in front of a loaded barbell. | 2. Position your feet underneath the bar with your shins a couple of inches away. | 3. Lean forward and grab the bar with a double overhand grip. Use a wide grip, but not to the point of shoulder discomfort. | 4. Lower your hips to position your shins against the barbell and bring your chest out to straighten your back. | 5. Take a breath and engage your abs. | 6. Pull the bar in a straight line, keeping it close to your shins. | 7. As soon as the bar passes your knees, initiate the second, more aggressive pull and simultaneously extend your hips. | 8. With the bar traveling in a straight vertical line, engage your upper body to continue pulling the bar to chest level. | 9. As soon as the bar is high enough, bend your knees to tuck under the weight and receive it in an overhead position with your arms straight. | 10. Complete the repetition by extending your legs and exhaling. | 11. Slowly lower the barbell to the floor while keeping it close to your body."
Preacher Curl (Barbell),Barbell,Biceps,None,assets/media/exercises/ex_0254_video.mp4,assets/media/exercises/ex_0254_thumbnail.jpg,"1. Load the bar and adjust the seat height of the preacher bench. You should be able to place your upper arms on the pad and maintain an upright torso. | 2. Position yourself over the machine, grab the bar with an even underhand grip (palms facing the ceiling), lift the bar, and sit down. | 3. Bring your shoulders back, engage your abs, and breathe in. | 4. Lower the bar until your arms are almost straight. | 5. Lift the bar until your forearms are almost upright, and breathe out. | 6. Extend your arms slowly as you breathe in."
Preacher Curl (Dumbbell),Dumbbell,Biceps,None,assets/media/exercises/ex_0255_video.mp4,assets/media/exercises/ex_0255_thumbnail.jpg,"1. Set the height of the preacher bench seat. You should be able to comfortably place the back of your upper arms against the pad. | 2. Grab a pair of dumbbells and sit down. | 3. Place your arms on the pad, bend your elbows, and have your wrists facing your body. | 4. Engage your abs and take a breath. | 5. Lower the dumbbells until your arms are straight. | 6. Curl the weights to the top position, stopping when your forearms are almost upright. Breathe out."
Preacher Curl (Machine),Machine,Biceps,None,assets/media/exercises/ex_0256_video.mp4,assets/media/exercises/ex_0256_thumbnail.jpg,"1. Select the appropriate load. | 2. Adjust the seat’s height. You should be able to put your triceps against the pad while seated. | 3. Sit down, extend your arms, and grab the handles. | 4. Engage your abs and take a breath. | 5. Bend your arms to lift the weight until your forearms are almost upright. Exhale at the top. | 6. Slowly extend your arms as you breathe in."
Pull Up,Machine,Lats,"Upper Back, Biceps, Forearms",assets/media/exercises/ex_0257_video.mp4,assets/media/exercises/ex_0257_thumbnail.jpg,"1. Stand underneath a pull-up bar. | 2. Reach up and grab the bar with an even, overhand grip (palms facing forward). Have your hands slightly wider than shoulder level apart. | 3. Bring your shoulders back and engage your abs. | 4. Bend your knees to lift your feet off the floor and hang from the bar. | 5. Take a breath and pull yourself up by bending your elbows. | 6. Move up as much as possible––ideally, until your chin is over the pull-up bar. Exhale. | 7. Lower yourself slowly by extending your elbows and breathe in on the way down."
Pull Up (Assisted),Machine,Lats,"Upper Back, Biceps, Forearms",assets/media/exercises/ex_0258_video.mp4,assets/media/exercises/ex_0258_thumbnail.jpg,"1. Select the appropriate load on the pull-up machine. | 2. Grab the pull-up bar with an overhand grip (palms facing forward). | 3. Place your knees on the padded platform. | 4. Bring your shoulders back, engage your abs, and take a breath. | 5. Pull yourself up until your chin is slightly over the bar and exhale. | 6. Lower yourself and fully straighten your arms as you breathe in."
Pull Up (Band),Resistance Band,Lats,"Upper Back, Biceps, Forearms",assets/media/exercises/ex_0259_video.mp4,assets/media/exercises/ex_0259_thumbnail.jpg,"1. Wrap a looped resistance band on a pull-up bar and let it hang. | 2. Put your feet on the band loop one at a time as you grab the pull-up bar with an overhand grip. Your hands should be slightly more than shoulder-width apart. | 3. With your body suspended, bring your shoulders back and take a breath. | 4. Pull yourself up and bring your chin over the bar as you breathe out. | 5. Pause at the top for a moment and slowly lower yourself, extending your arms fully. Breathe in as you move down."
Pull Up (Weighted),Machine,Lats,"Upper Back, Biceps, Forearms",assets/media/exercises/ex_0260_video.mp4,assets/media/exercises/ex_0260_thumbnail.jpg,"1. Attach a weight plate to yourself with a weight belt. | 2. Reach up and grab the pull-up bar with an even overhand grip. | 3. Bring your shoulders back, engage your abs, and take a breath. | 4. Pull yourself up in one fluid motion and exhale at the top. | 5. Lower yourself slowly and breathe in, keeping your feet off the floor."
Pullover (Dumbbell),Dumbbell,Lats,"Chest, Upper Back, Triceps",assets/media/exercises/ex_0261_video.mp4,assets/media/exercises/ex_0261_thumbnail.jpg,"1. Pick a dumbbell and set it on the floor next to a gym bench. | 2. Position your upper back against the flat gym bench. | 3. Bend your knees and have your feet flat on the floor. | 4. Reach down and grab the dumbbell. | 5. Position the weight over your torso with your hands flat against the top weight plate. | 6. Bring your shoulders back, engage your abs, and inhale. | 7. Lower the dumbbell behind your head while keeping your arms straight. | 8. Hold for a moment and pull the dumbbell over to the starting position as you exhale."
Pullover (Machine),Machine,Lats,"Upper Back, Chest, Triceps",assets/media/exercises/ex_0262_video.mp4,assets/media/exercises/ex_0262_thumbnail.jpg,"1. Add the appropriate load to the machine and adjust the seat height. | 2. Sit down and place your lower triceps and elbows on the pads, with your hands grasping the handles for additional support. | 3. Breathe in, engage your abs, and pull the weight down until your elbows are at your sides. Exhale. | 4. Raise your arms to the starting overhead position as you breathe in."
Push Press,Barbell,Shoulders,"Triceps, Quadriceps",assets/media/exercises/ex_0263_video.mp4,assets/media/exercises/ex_0263_thumbnail.jpg,"1. Have the barbell in a front rack position: your hands outside shoulder-width level with a full grip on the bar as it sits atop your shoulders. | 2. Position your feet at roughly hip-width level with your toes pointed slightly out. | 3. Take a deep breath and initiate the dip phase by bending your knees and hips as you keep your torso upright. | 4. As you dip a few inches, change the direction by pushing through your heels to extend your knees and hips. | 5. Use your lower body’s momentum to push through your torso and lift the bar off your shoulders. | 6. Immediately push through your elbows to extend the bar overhead, exhaling at the top. | 7. Slowly lower the barbell to the initial position, resting atop your shoulders as you breathe in."
Push Up,None,Chest,"Triceps, Shoulders",assets/media/exercises/ex_0264_video.mp4,assets/media/exercises/ex_0264_thumbnail.jpg,"1. Get down on all fours. | 2. Extend your body into a push-up position. Have your hands flat on the floor, fingertips rotated slightly out, and shoulder blades retracted. | 3. Have your legs straight and your toes supporting your lower body. Your ankles, knees, hips, and shoulders should be in a straight line. | 4. Take a breath and lower yourself by bending your elbows. | 5. Descend as low as possible––ideally, until your face is an inch or two from the floor. | 6. Hold the bottom position for a moment and press yourself back to the top as you exhale."
Push Up (Weighted),None,Chest,"Triceps, Shoulders",assets/media/exercises/ex_0265_video.mp4,assets/media/exercises/ex_0265_thumbnail.jpg,"1. Get down on your knees and hands. | 2. Straighten your legs and have your feet at a hip-width distance. | 3. Position your hands slightly wider than shoulder-level apart, and keep your elbows tucked. | 4. Engage your abs to ensure a neutral spine position. | 5. Have someone place a weight plate on your mid-back. | 6. Take a breath and lower yourself by bending your elbows. | 7. Go down as much as your strength allows––ideally until your torso is a couple of inches from the floor. | 8. Press yourself to the top, extending your elbows and exhaling. | 9. Take another breath and repeat."
Push Up - Close Grip,None,Chest,"Triceps, Shoulders",assets/media/exercises/ex_0266_video.mp4,assets/media/exercises/ex_0266_thumbnail.jpg,"1. Get down on your hands and knees. | 2. Bring your hands close. | 3. Extend your body into a push-up position. Your shoulders, hips, knees, and ankles should be aligned. | 4. Bring your shoulders back and take a breath. | 5. Descend by bending your elbows. Lower yourself as much as possible. | 6. Hold the bottom position for a moment and press to bring yourself to the top as you exhale."
Rack Pull,Barbell,Upper Back,"Glutes, Hamstrings, Lower Back, Lats, Traps",assets/media/exercises/ex_0267_video.mp4,assets/media/exercises/ex_0267_thumbnail.jpg,1. Set the bar at mid-shin height. | 2. Stand in front of the bar and keep your shins an inch or two away. | 3. Lean forward and grab the bar with your hands just outside your thighs. | 4. Press your shins against the barbell and simultaneously push your knees slightly against your elbows. | 5. Bring your chest out and arch your upper back. | 6. Extend your hips as you engage your upper back and drag the barbell up against your shins and thighs. Breathe out at the top. | 7. Initiate the descent by bringing your hips back. Lower the bar in the same straight line. Inhale on the way down or before the next rep.
Rear Delt Reverse Fly (Cable),Machine,Shoulders,Upper Back,assets/media/exercises/ex_0268_video.mp4,assets/media/exercises/ex_0268_thumbnail.jpg,"1. Set the pulleys of a double cable machine in the highest position and attach handles. | 2. Select the appropriate weight and stand in the middle of the machine. | 3. With your left shoulder facing the pulley, grab the handle with your right hand. | 4. Walk to the pulley on your right and grab the handle with your left hand. | 5. Stand in the middle of the machine, engage your abs, and extend your arms in front of your body. | 6. Take a breath and spread your arms, squeezing your upper back muscles. Exhale. | 7. Slowly bring your arms to the starting position as you breathe in."
